ID;Nombre;Descripción;latitud;longitud;Dirección;Código Postal;Categorías;Subcategorías
26;Museo EMT;"<hr /><p class=""heading-2"">Desde el 27 de abril ya se pueden comprar las entradas para visitar el museo de la Emt todos los sábados y domingos hasta el 12 de noviembre (último fin de semana de julio y agosto, cerrado). Consigue tus entradas <a href=""https://entradasmuseo.emtmadrid.es/"" target=""_blank"">aquí. </a></p><hr /><p><strong>Este museo alberga la colección de más de 40 vehículos históricos de la EMT,  además  de otros elementos de interés histórico como la propia nave donde se ubica y sus instalaciones anexas, ejemplo prototípico de la arquitectura industrial de las décadas de 1950 y 1960.</strong></p><p>El visitante encontrará todo lo relacionado con las historia de la EMT, desde maquinaria, motores y piezas mecánicas, maquetas  o mobiliario, hasta paradas y marquesinas, asientos de autobús o tranvías. También cuenta con una importante colección de uniformes, chapas y placas identificativas y otros complementos propios de empleados de la EMT (conductores, inspectores y cobradores), así como billetes y otros títulos de transportes desde 1871 hasta la actualidad, planos, mapas y un extenso fondo documental.</p><p>El Museo de EMT se ubica en la antigua Nave de Conjuntos del Taller General de la cochera de Fuencarral de la Empresa Municipal de Transportes de Madrid. Al estar dentro de un centro de trabajo de EMT, las visitas solo se realizan con reserva previa y anticipada.</p><p> </p>";40.47636627;-3.683037758;de Mauricio Legendre, 38 - 40;28046;Instalaciones culturales;Museos
27;Quinta de Torre Arias;"<p class=""normal""><strong>La finca de Torre Arias tiene 17 hectáreas de superficie en la que destacan sus impresionantes jardines donde se pueden encontrar hasta 51 especies diferentes de árboles, algunos excepcionales como una encina con más de 300 años, algunos almendros y pinos y cedros en gran cantidad. Ha pertenecido a la aristocracia madrileña desde el año 1600 hasta la actualidad. Su última propietaria, Tatiana Pérez de Guzmán el Bueno, firmó junto a su marido el 15 julio de 1986 un convenio mediante el cual donaba la finca al Ayuntamiento de Madrid. A su fallecimiento, la totalidad del ámbito pasó a ser, por tanto, de propiedad municipal y a finales de noviembre de 2016 abrió sus puertas a todos los madrileños y visitantes.</strong></p><p>La Quinta de Torre Arias ha sido declarada Bien de Interés Cultural de la Comunidad de Madrid, en la categoría de conjunto histórico, por Decreto 59/2022, de 13 de julio de la Consejería de Cultura, Turismo y Deporte</p><p>El espacio se encuentra en proceso de restauración por lo que mejorarán sus condiciones y elementos con la introducción de nuevas instalaciones, mejora del viario, adecuación de las zonas ajardinadas existentes e incluyendo nuevas plantaciones, así como restauración de los elementos del jardín.</p><p>Hasta que dicha restauración no esté finalizada existen diferentes zonas de la Quinta que permanecen cerradas al público, al igual que el palacio, que no es visitable.</p><p class=""heading-5"">Información y reserva próximas visitas guiadas: <a href=""mailto:proambiental@madrid.es?subject=Visitas%20guiadas%20H%C3%A1bitat%20Madrid%20Quinta%20Torre%20Arias"">proambiental@madrid.es</a> / 915478473 (lunes a viernes de 10 a 13 h). Más información: <a href=""https://diario.madrid.es/programambientales/"" target=""_blank""><u>https://diario.madrid.es/programambientales/</u></a> / <a href=""http://www.madrid.es/habitatmadrid"" target=""_blank""><u>http://www.madrid.es/habitatmadrid</u></a> </p><hr /><p class=""normal""><strong>AVISO</strong><em><strong>: En ocasiones, </strong></em><strong><em>El Retiro y otros ocho parques de la ciudad (El Capricho, los jardines de Sabatini, la Rosaleda del parque del Oeste, los parques Juan Carlos I y Juan Pablo II, Quinta de Fuente del Berro, Quinta de los Molinos y Quinta de Torre Arias)<strong> pueden encontrarse con zonas balizadas o cerrados temporalmente en aplicación del <a href=""http://diario.madrid.es/blog/2020/02/06/el-protocolo-de-los-jardines-del-retiro-se-activa-gracias-a-un-boletin-diario-con-las-condiciones-del-viento/"" target=""_blank"">protocolo de alerta por condiciones meteorológicas del Ayuntamiento de Madrid</a>. </strong></em></strong></p><p class=""normal""><strong><em><strong>El Ayuntamiento comunica dichas alertas a través de <a href=""https://twitter.com/MADRID"" target=""_blank"">@MADRID</a>, su cuenta oficial de Twitter.</strong></em></strong></p><p class=""heading-5""><strong><strong>La </strong></strong><strong>Dehesa de la Villa y el Parque del Oeste no están incluidos en el protocolo, ya que no se pueden cerrar, pero en casos de alerta se aconseja extremar las precauciones y, en los casos de alerta roja, no visitarlos. </strong></p>";40.4434093;-3.6182072;de Alcalá, 551;28027;Parques y jardines;
28;Cámara Oscura;<p><strong>Esta galería de arte multidisciplinar, especializada en fotografía contemporánea internacional, presenta al público a los mejores artistas actuales, seleccionados con un criterio profesional, alternativo y transgresor, así como los promociona con una visión de futuro, con especial énfasis en la participación en ferias internacionales.</strong></p><p>Situada junto a Caixaforum y el Museo Reina Sofía, la galería apuesta por artistas interdisciplinares emergentes, que comparten un enfoque conceptual, narrativo y de construcción en su obra, así como por los <em>new media</em>, como el vídeo o la instalación. </p>;40.4112694;-3.6938651;de la Alameda, 16, 1º B;28014;Instalaciones culturales;Galerías de Arte
29;Sala Alcalá 31 de la Comunidad de Madrid;"<p class=""normal""><strong>En esta sala de exposiciones se mantiene una programación que pone el acento en la creación actual dentro de las artes plásticas y visuales de ámbito internacional. A lo largo del año se programan exposiciones individuales y colectivas, centradas en artistas de media carrera, en revisiones de la trayectoria de artistas consolidados que han sufrido diversa fortuna crítica y en la presentación de importantes colecciones de arte de Latinoamérica coincidiendo con la Feria Arco de Madrid, con obras realizadas en diversidad de soportes y formatos, incluyendo las nuevas tecnologías como forma de expresión artística.</strong></p><p>La sala de exposiciones Alcalá 31 está ubicada en un emblemático edificio de Antonio Palacios cuya construcción tuvo lugar entre 1935 y 1943, que en sus inicios fue la sede del Banco Mercantil e Industrial y que actualmente depende de la Comunidad de Madrid. En 2002 se llevó a cabo su remodelación por los arquitectos Jose Luis Iñiguez de Onzoño e Ignacio de las Casas, para albergar las oficinas de la entonces denominada Consejería de las Artes y la sala de exposiciones. </p><p>La sala de exposiciones, cubierta por una inmensa bóveda de pavés, ocupa la gran nave central que en su día fue patio de operaciones del banco.</p>";40.4184727;-3.69822979;de Alcalá, 31;28014;Instalaciones culturales;Centros culturales, Salas exposiciones, Fundaciones
30;WINDOBONA Túnel de Viento Madrid;"<p><strong>WINDOBONA Túnel de Viento Madrid acerca a todos los públicos el sueño de volar. Dentro de su cámara de vuelo se puede vivir una experiencia similar a la caída libre sin vértigo ni miedo. Una actividad 100% segura que garantiza mucha diversión y adrenalina ¡por un tubo!. </strong></p><p>Situado en el barrio de Carabanchel, este túnel de viento vertical es totalmente seguro y ofrece un aire libre de turbulencias para que sus visitantes puedan disfrutar de una experiencia única e inolvidable. En el interior de su cámara de vuelo acristalada, que cuenta con la tecnología más avanzada del mercado a nivel mundial, el volador, siempre acompañado por un instructor, flota con su cuerpo sobre un colchón de aire y siente pura adrenalina y diversión pero sin vértigo ni miedo. La experiencia puede ser disfrutada por todos los públicos a partir de los 4 años de edad sin necesidad de tener una preparación previa. WINDOBONA pone a disposición de sus clientes una gran variedad de packs de vuelo para volar solo, en pareja o en grupo con amigos, familiares o compañeros de trabajo.</p><p>Las instalaciones son amplias y modernas. En sus más de 2000 metros cuadrados se encuentran un<strong> </strong>bar-cafetería y varias salas multiusos, todo ello con un servicio 360º para que, además de volar, sus clientes puedan organizar eventos a medida: cumpleaños, excursiones escolares, team building para empresas, fiestas?</p><p>WINDOBONA se encuentra dentro de Madrid, en Carabanchel Alto, frente al <a href=""https://www.esmadrid.com/compras/islazul"">Centro Comercial Islazul</a>. A 15 minutos del centro de Madrid en coche (salidas 27 y 28 de la M-40) y muy bien conectado en transporte público (autobús y metro).<iframe frameborder=""0"" height=""315"" src=""https://www.youtube.com/embed/nbNfRsq8Nos"" title=""YouTube video player"" width=""560""></iframe></p>";40.3640813;-3.740115166;Calderilla, 16;28054;Parques y centros de ocio;
31;Museo del Reloj de Grassy;"<p class=""normal""><strong>El museo del Reloj de Grassy, situado en el comienzo de la Gran Vía, en la tienda de la famosa firma de joyería, se inaugura en el año 1953 para custodiar la colección reunida por Alejandro Grassy, fundador de la casa y apasionado de los relojes. </strong></p><p>Parte de las piezas provienen de la colección de Francisco Pérez de Olaguer-Felíu, en su mayoría franceses, ingleses y alemanes. El resto son ejemplares diversos de las más variadas procedencias. En este museo puede seguirse la historia de la relojería mecánica, desde las primeras piezas con mecanismos de hierro del siglo XVI hasta los relojes estilo Imperio del siglo XIX. Todos ellos son objetos producidos conjuntamente por el arte y la técnica, y todos ellos son ?relojes vivos?, en pleno funcionamiento o en condiciones de funcionar.</p>";40.41906897;-3.697730899;Gran Vía, 1;28013;Instalaciones culturales;Museos
32;Cine Paz;"<p class=""normal""><strong>Este cine del barrio de Chamberí se inauguró en 1943 y desde entonces ofrece una selección del mejor cine de autor e independiente del momento. Han sido pioneros en el sistema de sonido e imagen, ya que a lo largo de su historia ha ido implementando las últimas tecnologías como el sistema TODD-AO y el THX, hasta la actualidad, digitalizando todas sus salas. Desde septiembre de 2021, inicia una nueva etapa de la mano de la cadena de exhibición francesa mK2, en la que ofrecerá sesiones en versión original cada día.</strong></p><p>El Cine Paz cuenta con 5 salas, que también se pueden alquilar, así como el hall, para la celebración de diversos tipos de eventos.</p>";40.4308866;-3.7033279;de Fuencarral, 125;28010;Instalaciones culturales;Cines
33;Chicho Lorenzo School;<p><strong>Los amantes del motociclismo tienen en la escuela de Chicho Lorenzo una oportunidad de aprender a conducir una moto como un auténtico profesional. No en vano por la escuela han pasado varios campeones del mundo a lo largo de sus más de 30 años de trayectoria, como Jorge Lorenzo, hijo del fundador del centro.</strong></p><p>La escuela ofrece diversos cursos de conducción para todos los niveles y edades para los que no es necesario aportar ni moto ni equipación, ya que en el centro se ocupan de todo.</p><p>La base de su método de enseñanza se basa en el estudio de los movimientos que el piloto realiza para conseguir un gran dominio de la moto en todas las maniobras.</p><p>Chicho Lorenzo School cuenta con dos centros en la Comunidad de Madrid, en la Carretera del Barrio de la Fortuna, 10, en Cuatro Vientos y en el Circuito Sacacorchos, en Alpedrete, además de su centro de Manacor, en Mallorca</p><p> </p><p><br /> </p>;40.3658879;-3.771808147;del Barrio de la Fortuna, 10;28054;Instalaciones deportivas, Otros;
34;Casino de la Reina;"<p><strong>El Casino de la Reina fue una casa de recreo o casa de campo con grandes jardines que el Ayuntamiento de Madrid regaló a la reina Isabel de Braganza, segunda esposa del rey Fernando VII, en 1817.</strong></p><p>Ubicado en la glorieta de Embajadores, el recinto está ocupado en la actualidad por una serie de edificios docentes y los jardines fueron restaurados para uso público a comienzos del siglo XXI. Así, en el espacio hay una amplia zona verde abierta con una gran superficie de pradera, en la que hay un centro cultural donde se organizan diversas actividades, un centro de día para mayores y la denominada ""casita"", destinada a actividades infantiles. Además, se celebran las festividades de diversas culturas presentes en la zona.</p><p>Pero durante el reinado de Isabel II el terreno fue donado al Estado y acogió todo tipo de instituciones, como el <strong><a href=""https://www.esmadrid.com/informacion-turistica/museo-arqueologico-nacional"">Museo Arqueológico Nacional</a></strong>, que mantuvo allí su sede hasta 1895, cuando se trasladó a su ubicación actual. También albergó a la Escuela de Veterinaria o el Asilo de las Cigarreras.</p><p>El proyecto es obra de los arquitectos Beatriz Matos Castaño y Alberto Martínez Castillo y ha recibido varios premios. Ha desaparecido de estos terrenos toda la edificación añadida, a excepción del I.E.S. Cervantes y el C.E.I.P. Santa María. El colegio de religiosas, que ocupaba el antiguo palacete, ha sido restaurado y destinado a usos sociales.</p>";40.406762;-3.705031;del Casino, 3;28005;Parques y jardines;
35;Teatro Tribueñe ;"<p><strong>De la mano del director y artista Hugo Pérez Rodríguez de la Pica y de la directora rusa Irina Kouberskaya, nace el Teatro Tribueñe en 2003. Un antiguo almacén de ferretería convertido en espacio teatral</strong>.</p><p>Se trata de una sencilla y acogedora sala, con aforo para 143 espectadores, situada en los alrededores de la <a href=""https://www.esmadrid.com/informacion-turistica/plaza-de-toros-monumental-de-las-ventas"">Plaza de Toros de las Ventas</a>, cuya programación combina textos dramáticos con algunas obras más innovadoras y actuales.</p><p>Algunas de las obras representadas en el teatro han sido: <em>La casa de Bernarda Alba,</em> <em>Por los ojos de Raquel Meller</em>, <em>Bodas de sangre</em>, <em>Dónde mira el ruiseñor cuando cruje una rama, </em>entre otras. Tanto Hugo Pérez como Irina Kouberskaya han recibido galardones como<em> El Ojo Crítico</em> de RNE en 2012 y el premio a la Mejor Dirección por <em>La casa de Bernarda Alba </em>de Federico Gª Lorca, entre otros. </p>";40.42555822;-3.661563993;de Sancho Dávila , 31;28028;Instalaciones culturales;Teatros
36;Paseo de Recoletos;"<p><strong>Con un trazado original de 1840 es uno de los paseos más bellos de Madrid gracias a su espléndido arbolado y a las esculturas e hitos arquitectónicos repartidos por todo su trazado.</strong></p><p>El Paseo de Recoletos es, desde el siglo XIX, un céntrico bulevar y prolongación del Salón del Prado, que comprende el eje viario entre la Plaza de Cibeles y la <strong><a href=""https://www.esmadrid.com/informacion-turistica/plaza-colon"">Plaza de Colón</a></strong>. Debe su nombre a un covento de frailes recoletos situado desde el siglo XVI en el lugar en el que hoy se levantan la <strong><a href=""https://www.esmadrid.com/informacion-turistica/biblioteca-nacional"">Biblioteca Nacional </a></strong>y el <strong><a href=""https://www.esmadrid.com/informacion-turistica/museo-arqueologico-nacional"">Museo Arqueológico Nacional</a></strong>, dos de sus enclaves más destacados. </p><p>A lo largo de su recorrido se pueden admirar palacios del siglo XIX reconvertidos en importantes centros culturales, como los que albergan la <strong><a href=""https://www.esmadrid.com/informacion-turistica/casa-america"">Casa de América</a></strong>, la <strong><a href=""https://www.esmadrid.com/informacion-turistica/fundacion-bbva-palacio-del-marques-de-salamanca"">Fundación BBVA</a></strong> o la <strong><a href=""https://www.esmadrid.com/informacion-turistica/fundacion-mapfre-sala-recoletos"">Fundación Mapfre</a></strong>, así como cuidados jardines y cafés históricos, como el <strong><a href=""https://www.esmadrid.com/noche/gran-cafe-de-gijon"">Café Gijón</a></strong> o terrazas como la del <strong><a href=""https://www.esmadrid.com/noche/cafe-del-espejo"">Café del Espejo</a></strong>. </p><p>En la mediana del paseo, que sirve como lugar de celebración de algunas ferias a lo largo del año, se suceden varias fuentes y estatuas decorativas.</p><p> </p>";40.4197774;-3.6928866;de Recoletos, s/n;28014;Parques y jardines;
37;Teatro Reina Victoria;"<p><strong>Inaugurado el 10 de junio de 1916, fue construido según los planos del arquitecto José Espelius. Para la apertura, presidida por los reyes don Alfonso XIII y doña Victoria Eugenia, se eligió la obra ""El capricho de las damas"", de Blasco Soler y Asensio Mas. </strong></p><p>La fachada es una de las más singulares de los teatros madrileños, con vidrieras de Maumejean y mosaicos de Talavera.<strong> </strong>Tiene capacidad para más de 600 espectadores. De la decoración original del interior no queda ningún elemento. Sobre el patio de butacas se ve una claraboya que en sus primeros años se abría para ventilar la sala.</p><p>Durante la II República se llamó simplemente <em>Victoria </em>y en octubre de 1936 fue rebautizado con el nombre del dramaturgo <em>Joaquín Dicenta</em>. Tras la guerra civil volvió a tener su nombre original.</p><p>Aunque en su primera etapa produjo numerosos espectáculos musicales, como operetas y zarzuelas, acabó por ser uno de los teatros especializados en alta comedia o comedia burguesa, en la que se criticaba de forma suave los pequeños vicios de la burguesía española.</p><p>El Teatro Reina Victoria fue adquirido en enero de 2018 por la familia García Azpiroz, dueña de Pescaderías Coruñesas, a la sociedad Arequipa Producciones del actor Carlos Sobera. En septiembre de 2020, Pentación Espectáculos, bajo la dirección de Jesús Cimarro, comienza a gestionar la céntrica sala.</p>";40.41648474;-3.69984448;de San Jerónimo, 24;28014;Instalaciones culturales, Servicios;Teatros
38;Palacio Neptuno;"<p><strong>Situado en una céntrica ubicación, junto a la plaza de Neptuno, este palacio se ha convertido en uno de los espacios de celebración de eventos más solicitados de la ciudad. Tiene una capacidad para albergar a 600 personas en un total de 2074 metros cuadrados de superficie, que lo convierten en un lugar ideal para la realización de cenas de gala, congresos, exposiciones o conferencias.</strong></p><p>El solar que ocupa formaba parte del antiguo Palacio del duque de Medinaceli, mandado construir por el Duque de Lerma en el siglo XVII, que fue conocido por los madrileños popularmente como el Palacio del Prado. En él vivió el rey Felipe V. El palacio fue abandonado tras la muerte del quincuagésimo duque de Medinaceli en 1873 y fue demolido en 1910 dado su estado ruinoso. En el solar que ocupaba se construyeron diversos edificios, entre los que se encuentra el <a href=""https://www.esmadrid.com/alojamientos/the-westin-palace"">Hotel Palace</a>, inaugurado en 1912 como el hotel más grande de Europa, además del Palacio Neptuno.</p><p>Hoy, completamente restaurado, destaca por la elegancia de sus salones y una espectacular vidriera, obra del artista madrileño Manuel Ortega, autor también de las vidrieras de la <a href=""https://www.esmadrid.com/informacion-turistica/catedral-de-la-almudena"">Catedral de la Almudena</a>.</p><p class=""normal""> </p><p class=""normal""> </p>";40.4145539;-3.695118427;de Cervantes, 42;28014;Espacios para eventos;
39;Fox in a Box Madrid;"<p><strong>Fox in a Box by Room Escape es un juego de escape en vida real y tematizado donde los participantes deben interactuar con los elementos de la habitación para resolver puzzles, encontrar pistas y llevar a cabo una misión en un tiempo máximo de 75 minutos. Los juegos están disponibles en español e inglés.</strong></p><p>Con más de 1500 metros cuadrados, el centro de la calle Áncora, en el distrito de Arganzuela, es el escape room más grande de Europa. Se divide en 6 salas con temáticas diferenciadas, un bar especializado en cervezas (Spoiler Bar) y espacios privados para empresas. Los juegos que propone son totalmente nuevos, diseñados expresamente para desarrollarse en estas instalaciones: Cadena Perpetua, El Regreso del Asesino: Zodiac, Mastermind y El Pollo Dorado Saloon. Además, cuenta con el Hall Escape Coming Home, una experiencia diseñada para grupos grandes de 8 a 20 personas.</p><p>Fox in a Box organiza también <strong><a href=""https://foxkana.com/"" target=""_blank"">Street Scapes</a></strong>, gymkhanas con juegos para adultos y también para el público infantil, como la que se realiza en el parque del Retiro, <strong><a href=""https://escaperoomparakids.com/experiencias-ninos-madrid/"" target=""_blank""><em>El Retiro del Fauno</em></a></strong><em>, </em>pensada para niños a partir de 6 años.</p><p>Fox in a Box cuenta con otro centro situado en <a href=""https://foxinaboxmadrid.com/"" target=""_blank""><strong>la calle Infantas</strong></a>, muy cerca de la Gran Vía, en el que hay dos salas, cada una con un juego distinto (Búnker y Laboratorio Zombie).</p><p>En ambos centros, los juegos admiten desde 2 a 7 jugadores.<br /> </p>";40.402782;-3.6920181;del Áncora, 12;28045;Otros;
40;Sala Canal de Isabel II de la Comunidad de Madrid;"<p class=""normal""><strong>Esta sala, especializada en la creación fotográfica y audiovisual contemporánea, se encuentra ubicada en una sede singular: un <a href=""https://www.esmadrid.com/informacion-turistica/primer-deposito-del-canal-de-isabel-ii"">antiguo depósito de agua elevado</a>, de llamativa cúpula, creado a principios del siglo XX por el Canal de Isabel II en la zona de Chamberí, que en 1986 fue restaurado y acondicionado como sala de exposiciones. </strong></p><p>Por ella han pasado las propuestas y los artistas más interesantes del mundo de la fotografía nacional e internacional y es una de las sedes habituales del festival de fotografía PHotoEspaña. Además, cada año, coincidiendo con la Mercedes-Benz Fashion Week Madrid, se realiza una muestra de un gran maestro del diseño de moda.</p><p>La Subdirección General de Bellas Artes de la Comunidad de Madrid es la encargada de gestionar este espacio.</p><p> </p><p><iframe frameborder=""0"" height=""315"" src=""https://www.youtube.com/embed/BW0nb_Vw9Es"" width=""560""></iframe></p>";40.4392262;-3.7008285;de Santa Engracia, 125;28003;Instalaciones culturales;Centros culturales, Salas exposiciones, Fundaciones
41;Lock & Be Free (calle Jardines);"<p><strong>Situada en pleno centro de Madrid, a pocos metros de la Puerta del Sol, se encuentra esta consigna urbana donde los viajeros pueden alquilar <em>lockers </em>con total flexibilidad de tiempo. </strong></p><p>Ofrecen, además, una serie de servicios para facilitar la vida del viajero, como cargador de móvil y acceso a wifi gratis.</p><p class=""normal"">Lock & be free cuenta con otras sucursales en la <a href=""https://reservas.lockandbefree.com/es/reservar/2"" target=""_blank"">calle Toledo, 41</a> (en La Latina), en la <a href=""https://reservas.lockandbefree.com/es/reservar/11"" target=""_blank"">calle Atocha</a>, 101 y en la <a href=""https://reservas.lockandbefree.com/es/reservar/10"" target=""_blank"">calle La Flor Alta,  2 </a>(por la Gran Vía).</p><p class=""normal""> </p>";40.4190388;-3.701374;de los Jardines, 5;28013;Otros;
42;A Punto;"<p><strong>Enclavado en la calle de la Farmacia, en Chueca, este centro especializado en cocina dispone de escuela, librería y tienda, donde se imparten diversos cursos de cocina y se realizan diversas actividades durante toda la semana con la gastronomía como elemento común, como </strong><strong>catas de vino, cenas con maridajes de cervezas, cenas a ciegas...</strong><strong> También puede ser alquilado para celebrar todo tipo de eventos y disponen de cursos online.</strong></p><p>A Punto está formada por un equipo de profesionales de la gastronomía y el vino, sumilleres, cocineros de prestigio y periodistas especializados, dirigidos por la sumiller Roberta Bruno y las periodistas gastronómicas Ana Lorente y Sara Cucala. Entre los cursos que ofrecen los hay de cocina tradicional española, de cocina internacional, intensivos, de nuevas técnicas, de arroces, de repostería o de panadería.</p><p>Además, cuentan con un programa especial para difundir la gastronomía española a los extranjeros<strong>, </strong><a href=""https://cookmadrid.com/"" target=""_blank""><strong>Cook Madrid, </strong></a>donde se imparten cursos en inglés, italiano, francés, alemán y japonés.<a href=""https://cookmadrid.com/""> </a></p><p>El local, de más de 200 metros cuadrados de espacio, cuenta con dos plantas, entre las que se distribuyen la tienda de utensilios de cocina y librería, con más de 4000 referencias de libros de gastronomía y vino en todos los idiomas, así como una bodega, dos cocinas (para 12 y 25 personas cocinando a la vez), y una gran sala de cata ? comedor, con capacidad para unas 40 personas.  </p><p>Además, cuentan con otra escuela dedicada principalmente al trabajo con producto ecológico y de productores locales en Torremocha del Jarama, un pueblo de la sierra norte de Madrid, situado muy cerca de Patones de Arriba.</p>";40.4228445;-3.69903;de la Farmacia, 6;28004;Escuelas de cocina y catas de vinos y aceites;
43;Parque Cerro del Tío Pío;"<p><strong>Situado en la zona de Puente de Vallecas, este parque es conocido popularmente como el 'de las siete tetas', debido a la forma que adquieren sus colinas. Se dice que desde aquí se tienen las mejores vistas de Madrid. </strong></p><p>Con diferentes alturas y pendientes, sus extensas superficies de praderas y largas alineaciones de arbolado en los paseos lo convierten en uno de los espacios verdes más populares del sur de la ciudad, dotado de equipamientos deportivos, carril bici, quiosco con terraza y mirador en la zona alta.</p><p>Presidiendo el gran mirador del cerro se encuentra el <a href=""https://patrimonioypaisaje.madrid.es/portales/monumenta/es/Monumentos/Monumentos-urbanos/Rectangulo-real-ilusorio/?vgnextfmt=default&vgnextoid=6648091d1b9c4510091d1b9c45102e085a0aRCRD&vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD"">Rectángulo Ornamental Ilusorio</a>, un elemento ornamental realizado según proyecto de los arquitectos Manuel Paredes Grosso, José Manuel Palao y Julián Franco con los ingenieros Arturo Soto y José Luis Orgaz, ejecutado entre 1985 y 1987. La escultura es obra del escultor gaditano Enriquez de Salamanca.</p>";40.3961471;-3.6534713;de Benjamín Palencia, 2;28038;Parques y jardines;
44;Huerto de las Monjas (Jardín del Palacio O´Reilly);<p><strong>En el número 7 de la calle de Sacramento se encuentra el acceso al Huerto de las Monjas (también llamado Jardín del Palacio O'Reilly). Después de atravesar un pasaje bajo edificios modernos, aparece un jardín encantador que, hasta 1972, protegieron los altos muros de un convento. </strong></p><p>Este rincón, destinado en su momento al cultivo por las hermanas Bernardas, evoca la atmósfera de las clausuras madrileñas del Siglo de Oro.</p>;40.41431905;-3.711643517;del Sacramento, 7;28005;Parques y jardines;
45;Teatro Fígaro ;"<p class=""normal""><strong>Esta sala teatral acoge en su escenario obras de género de comedia actual, tanto nacional como internacional. Situada en el barrio de Embajadores, próximo a Lavapiés y el <a href=""https://www.esmadrid.com/informacion-turistica/barrio-de-las-letras"">Barrio de Las Letras</a>, en pleno centro de la ciudad, lleva desde la década de 1930 ofreciendo representaciones teatrales. La sala cuenta con un aforo de casi 650 espectadores.</strong></p><p>El edificio que alberga el Teatro Fígaro es obra del arquitecto Felipe López Delgado, un creador que decantó su obra hacia el estilo racionalista. Originalmente, el inmueble fue diseñado exclusivamente para dar cabida a proyecciones cinematográficas, aunque en el curso de su construcción se decidió adaptarlo para representaciones teatrales e instalar en la sala un pequeño escenario, que fue ampliándose con el paso de los años. Su inauguración se remonta a noviembre de 1931, con un diseño que sirvió para que Felipe López Delgado fuera distinguido con la segunda medalla de la Exposición Nacional de Bellas Artes de 1932.</p><p>Tras la Guerra Civil se reabrió como cine, permaneciendo así hasta el 9 de octubre de 1969, fecha en que recuperó la actividad escénica con el estreno de <em>Las criadas</em> por la compañía de Núria Espert. En enero de 2008 se hace cargo de la programación la actriz y empresaria Blanca Marsillach, que añade al nombre del teatro el de su padre Adolfo Marsillach.</p><p>Actualmente, está gestionado por el Grupo Smedia, ha recuperado su nombre inicial, Teatro Fígaro, y es uno de los enclaves madrileños que guardan un mayor compromiso con las representaciones de obras de teatro de humor actual y desenfadado</p>";40.41346337;-3.703701496;del Doctor Cortezo, 5;28012;Instalaciones culturales;Teatros
46;Auditorio Sony ;"<p><strong>Junto al Palacio Real, en la Plaza de Oriente, se encuentra un gran centro dedicado a la música, que alberga la Escuela Superior de Música Reina Sofía. En ella se aloja este auditorio, una sala de música de cámara que también está acondicionada para la celebración de congresos, presentaciones, ruedas de prensa y otros eventos culturales y sociales.</strong></p><p class=""normal"">Obra del arquitecto Miguel de Oriol e Ybarra, con acústica de Vicente Mestre y un órgano construido por Gerhard Grenzing, el auditorio tiene un escenario de 91,31 m2 y capacidad para 351 personas, distribuidas entre patio de butacas (278) y primer anfiteatro (73). <img alt="""" src=""https://ssl.gstatic.com/ui/v1/icons/mail/images/cleardot.gif"" /></p>";40.41700649;-3.712311387;de Requena, 1;28013;Instalaciones culturales;Salas de música y conciertos
47;Fundación Juan March;"<p class=""normal""><strong>Creada en 1955 por el financiero español Juan March Ordinas, la Fundación Juan March es una institución familiar, patrimonial y operativa, que desarrolla sus actividades en el campo de la cultura humanística y científica. Su sede es obra del arquitecto José Luis Picardo, inaugurada en 1975.</strong></p><p>Con una superficie edificada de 18 000 metros cuadrados y 1700 de jardín (en el que se puede disfrutar de una interesante selección de esculturas), en este moderno centro cultural se organizan exposiciones de arte, conciertos, ciclos de conferencias y seminarios.</p><p>Además, dispone de dos bibliotecas: la principal, constituida como un centro de apoyo a la investigación, con un amplio fondo documental de títulos dedicados al arte y humanidades; y la biblioteca del patio, un pequeño espacio de acceso libre, que busca ser imán de nuevos y viejos lectores, que descubran o redescubran a los clásicos universales o encuentren nuevos autores, en un espacio sin barreras donde se confía en el lector.</p><p>La Fundación cuenta también con una cafetería y una tienda librería.</p>";40.4312363;-3.681406975;de Castelló, 77;28006;Instalaciones culturales;Centros culturales, Salas exposiciones, Fundaciones, Salas de música y conciertos
48;IFEMA Palacio Municipal;<p><strong>Situado en el centro de desarrollo empresarial de Madrid, el Campo de las Naciones, este recinto, llamado anteriormente Palacio Municipal de Congresos, es un espacio de diseño vanguardista y gran versatilidad. Cuenta con la tecnología y los servicios necesarios para el desarrollo de todo tipo de eventos, en especial, congresos, reuniones o presentaciones de producto.</strong></p><p>A 5 minutos del aeropuerto Madrid-Barajas, sus comunicaciones son excelentes, tanto en metro y autobús como en transporte privado.</p><p>Posee más de 30 000 m2 útiles, divididos en amplias zonas de exposición, un auditorio con capacidad para 1812 personas, una sala polivalente de 2414 m2 brutos y treinta y dos salas de distintas capacidades, que van desde 26 a 360 personas.</p><p>Cuenta también con un parking propio con 508 plazas.</p><p> </p>;40.46226641;-3.616358042;de la Capital de España, 7;28042;Espacios para eventos;
